"92-3555_2013","1","2013-01-06 14:28:51","13-9144","69-5656"
"21-2647_2013","1","2013-01-08 13:08:28","137-9325","630-6685"
"48-1649_2013","3","2013-01-12 13:53:18","175-2828","130-1109"
"69-4635_2013","3","2013-01-13 01:19:42","103-6980","541-2754"
"53-3743_2013","3","2013-01-15 17:24:31","117-7238","573-6711"
"55-9496_2013","2","2013-01-18 00:18:29","138-5116","864-9406"
"79-8076_2013","3","2013-01-23 13:35:30","41-5189","191-6408"
"26-761_2013","1","2013-02-04 14:31:37","3-6997","66-6819"
"68-9698_2013","1","2013-02-06 16:17:41","60-5267","88-60"
"54-7746_2013","3","2013-02-07 03:27:37","27-8456","639-6067"
"89-8935_2013","1","2013-02-16 04:15:50","94-216","942-3668"
"78-9103_2013","3","2013-02-16 18:26:46","8-2639","941-4414"
"87-9705_2013","3","2013-02-22 21:34:54","26-8745","19-2303"
"90-8481_2013","2","2013-02-23 20:58:19","55-7359","20-8716"
"1-997_2013","3","2013-02-26 07:49:54","102-2186","852-8456"
"81-8979_2013","2","2013-02-28 15:57:39","189-5187","944-9220"
"13-4420_2013","1","2013-03-02 14:45:45","28-7239","842-4848"
"45-5092_2013","2","2013-03-09 06:40:29","7-9261","15-3971"
"20-2136_2013","3","2013-03-10 11:54:02","11-7264","384-9900"
"23-6209_2013","2","2013-03-12 14:34:57","123-1626","767-1613"
"77-7236_2013","1","2013-03-16 18:54:22","58-661","552-7927"
"66-8786_2013","1","2013-03-20 02:07:02","49-3438","96-8807"
"76-8018_2013","3","2013-03-30 23:46:22","40-5515","703-5167"
"33-6281_2013","1","2013-03-31 18:01:27","60-5267","668-687"
"2-1102_2013","2","2013-04-04 09:49:44","94-216","746-8756"
"70-6913_2013","1","2013-04-07 01:31:42","14-5925","940-8807"
"99-9349_2013","3","2013-04-07 03:43:32","199-7472","196-9509"
"46-267_2013","2","2013-04-07 17:15:22","34-3270","140-9887"
"82-6289_2013","3","2013-04-15 20:28:15","4-2715","24-3206"
"34-1997_2013","1","2013-04-15 22:09:59","50-5765","421-6808"
"29-8218_2013","2","2013-04-24 06:03:19","23-9793","264-3494"
"85-7847_2013","3","2013-04-27 07:54:13","7-9261","789-5365"
"52-6425_2013","3","2013-05-01 20:44:53","52-9601","290-5739"
"93-3905_2013","1","2013-05-03 03:37:02","40-6294","225-3753"
"22-3327_2013","2","2013-05-03 04:27:54","19-525","808-5670"
"75-3733_2013","1","2013-05-09 14:58:38","24-7509","81-4422"
"62-7466_2013","3","2013-05-16 14:18:29","58-669","315-2492"
"12-9154_2013","1","2013-05-16 21:58:28","12-3836","798-7960"
"63-331_2013","1","2013-05-16 22:40:26","181-2930","738-864"
"27-7174_2013","2","2013-05-26 10:13:16","19-9932","978-1452"
"40-133_2013","2","2013-06-01 23:31:44","25-70","47-4650"
"30-9177_2013","3","2013-06-06 22:44:49","187-2498","917-3148"
"15-6678_2013","2","2013-06-10 05:49:07","31-2686","364-9848"
"80-8324_2013","3","2013-06-10 22:56:06","103-6980","221-5345"
"57-5210_2013","3","2013-06-12 11:53:00","184-4457","301-7391"
"9-1013_2013","3","2013-06-15 16:55:01","43-6545","387-4999"
"16-619_2013","2","2013-06-28 07:18:10","58-388","353-8459"
"39-5016_2013","2","2013-07-01 12:12:10","19-525","764-4737"
"65-6314_2013","3","2013-07-11 21:03:51","188-9083","237-4687"
"41-2445_2013","1","2013-07-14 03:19:59","81-3700","237-4687"
"25-8653_2013","3","2013-07-21 21:01:54","7-9261","570-6007"
"18-5872_2013","1","2013-07-22 20:28:56","59-6321","602-5769"
"61-7347_2013","2","2013-07-29 21:27:06","1-9195","268-9272"
"71-6771_2013","3","2013-08-02 23:09:40","127-1276","705-6073"
"32-9038_2013","1","2013-08-03 01:19:18","54-5917","382-7801"
"51-979_2013","3","2013-08-03 03:12:06","27-2513","550-2901"
"0-1986_2013","3","2013-08-05 14:28:50","8-7422","946-7864"
"91-599_2013","3","2013-08-10 12:09:10","101-9901","743-1275"
"56-163_2013","1","2013-08-14 01:42:24","126-1618","326-7972"
"60-3898_2013","2","2013-08-21 09:50:36","117-7238","749-8638"
"14-5660_2013","3","2013-08-26 12:49:35","43-6016","496-7526"
"4-9820_2013","2","2013-08-26 17:38:35","17-7525","638-6374"
"35-310_2013","1","2013-08-26 21:24:22","192-5055","515-3183"
"97-4090_2013","1","2013-08-31 18:11:20","85-1685","231-9199"
"73-1044_2013","2","2013-09-05 06:55:51","69-890","841-5807"
"8-6660_2013","2","2013-09-06 22:33:42","127-1276","744-3139"
"42-3122_2013","1","2013-09-08 02:23:59","161-1834","621-8844"
"24-9908_2013","1","2013-09-11 22:51:57","29-2207","109-518"
"64-8259_2013","1","2013-09-22 07:05:32","32-6810","526-1117"
"98-9517_2013","1","2013-09-26 14:59:52","52-9601","730-6824"
"38-9445_2013","3","2013-09-28 04:57:30","124-6278","461-6616"
"83-5672_2013","3","2013-09-30 06:50:31","123-1626","173-6097"
"11-5169_2013","1","2013-10-02 00:23:45","101-9901","649-2941"
"7-222_2013","3","2013-10-05 07:28:55","1-5011","486-967"
"94-9512_2013","2","2013-10-09 06:44:48","50-874","452-757"
"28-365_2013","2","2013-10-11 22:10:35","199-7472","812-9561"
"31-8769_2013","2","2013-10-13 16:45:48","13-2996","932-2554"
"17-3849_2013","1","2013-10-18 05:15:55","11-1955","127-5160"
"95-8821_2013","3","2013-10-26 09:57:00","95-7538","972-7249"
"86-8351_2013","3","2013-10-31 15:52:23","138-5116","539-4302"
"58-9481_2013","2","2013-11-09 06:54:10","190-4064","724-7767"
"19-2379_2013","3","2013-11-11 02:14:20","126-1618","777-4862"
"47-9202_2013","2","2013-11-11 02:40:12","188-9083","411-9933"
"96-649_2013","1","2013-11-16 14:57:30","9-2990","426-228"
"36-3566_2013","3","2013-11-19 07:51:37","97-5350","709-8938"
"44-4810_2013","3","2013-11-20 23:43:56","10-7353","106-8080"
"67-4021_2013","3","2013-11-25 00:44:35","40-5515","395-4518"
"88-3031_2013","3","2013-11-25 03:45:30","99-1665","710-6710"
"50-7913_2013","3","2013-11-26 06:50:47","22-4530","298-2776"
"10-9284_2013","1","2013-12-01 16:53:13","115-8245","723-217"
"59-5715_2013","1","2013-12-03 00:15:10","194-9424","175-9871"
"6-5281_2013","3","2013-12-03 12:45:04","24-8240","661-7986"
"43-1954_2013","3","2013-12-18 23:15:11","7-9261","853-4976"
"84-7938_2013","1","2013-12-20 18:09:10","24-7509","389-4027"
"49-9776_2013","2","2013-12-23 13:13:37","59-6321","60-8544"
"74-7238_2013","3","2013-12-25 04:13:12","54-9813","576-9489"
"3-2856_2013","3","2013-12-26 12:20:04","50-874","387-4999"
"72-1159_2013","2","2013-12-27 00:49:52","121-7147","507-5997"
"37-1191_2013","3","2013-12-29 08:07:32","105-4610","624-7462"
"5-2400_2013","3","2013-12-30 13:40:15","127-1276","532-7639"
