"2012-01-11 01:41:14.132693","47-3771_2012","Assigned to analyst"
"2012-01-11 02:09:21.603228","47-3771_2012","Response"
"2012-01-11 05:51:16.706006","47-3771_2012","Response"
"2012-01-11 07:55:05.688126","47-3771_2012","Response"
"2012-01-11 10:43:30.848967","47-3771_2012","Response"
"2012-01-11 14:07:56.878893","47-3771_2012","Response"
"2012-01-11 14:27:01.597242","47-3771_2012","Response"
"2012-01-11 14:50:20.677038","47-3771_2012","Response"
"2012-01-11 16:37:34.824090","47-3771_2012","Response"
"2012-01-11 20:43:16.655783","47-3771_2012","Response"
"2012-01-12 23:08:20.037055","47-3771_2012","Close"
"2012-01-13 16:50:57.688012","84-4370_2012","Assigned to analyst"
"2012-01-13 17:31:43.948255","84-4370_2012","Response"
"2012-01-13 17:37:35.075529","84-4370_2012","Response"
"2012-01-13 23:08:29.202744","84-4370_2012","Response"
"2012-01-14 01:45:07.492631","84-4370_2012","Response"
"2012-01-14 04:05:58.126512","84-4370_2012","Response"
"2012-01-14 10:24:16.871233","84-4370_2012","Response"
"2012-01-14 14:44:27.323565","84-4370_2012","Response"
"2012-01-14 15:05:47.758629","84-4370_2012","Response"
"2012-01-14 22:02:04.175833","84-4370_2012","Response"
"2012-01-15 05:39:48.998683","84-4370_2012","Response"
"2012-01-15 06:55:41.833459","84-4370_2012","Response"
"2012-01-15 11:44:33.250674","81-8018_2012","Assigned to analyst"
"2012-01-17 10:45:24.026527","81-8018_2012","Response"
"2012-01-20 03:47:49.156172","84-4370_2012","Close"
"2012-01-20 05:25:45.634658","81-8018_2012","Response"
"2012-01-21 18:12:26.894345","36-5645_2012","Assigned to analyst"
"2012-01-22 09:19:06.887718","36-5645_2012","Response"
"2012-01-26 01:40:58.274358","10-3865_2012","Assigned to analyst"
"2012-01-26 14:18:20.963605","36-5645_2012","Response"
"2012-01-27 20:46:39.206654","36-5645_2012","Response"
"2012-01-28 13:43:53.753157","36-5645_2012","Response"
"2012-01-28 21:34:00.672870","10-3865_2012","Response"
"2012-01-29 10:28:24.072801","10-3865_2012","Response"
"2012-01-30 17:20:03.303923","54-6861_2012","Assigned to analyst"
"2012-01-30 19:32:47.077743","36-5645_2012","Response"
"2012-02-01 07:13:37.442777","10-3865_2012","Response"
"2012-02-02 01:09:59.583187","54-6861_2012","Response"
"2012-02-03 03:55:22.330719","99-2762_2012","Assigned to analyst"
"2012-02-03 04:10:42.873695","10-3865_2012","Response"
"2012-02-03 16:20:15.873943","10-3865_2012","Response"
"2012-02-03 17:25:35.263015","54-6861_2012","Response"
"2012-02-04 01:06:07.726570","99-2762_2012","Response"
"2012-02-04 09:22:56.632328","28-1749_2012","Assigned to analyst"
"2012-02-04 15:24:51.132641","54-6861_2012","Response"
"2012-02-04 18:39:56.968380","10-3865_2012","Response"
"2012-02-05 03:11:54.475906","10-3865_2012","Response"
"2012-02-05 17:50:05.487869","28-1749_2012","Response"
"2012-02-05 19:07:18.931557","28-1749_2012","Response"
"2012-02-06 09:22:26.386364","56-1775_2012","Assigned to analyst"
"2012-02-06 12:46:13.478581","28-1749_2012","Response"
"2012-02-06 18:46:04.084438","56-1775_2012","Response"
"2012-02-06 19:59:28.856279","54-6861_2012","Response"
