"74-8409_2014","3","2014-01-03 11:24:39","8-7422","499-9853"
"83-9904_2014","2","2014-01-05 07:02:15","58-3312","796-1414"
"56-9632_2014","1","2014-01-10 11:32:26","85-1685","183-450"
"71-7991_2014","1","2014-01-12 01:08:08","38-9480","528-7383"
"80-4824_2014","3","2014-01-16 05:06:27","103-6980","213-9113"
"92-3726_2014","1","2014-01-18 13:32:06","31-1651","195-5139"
"13-8603_2014","1","2014-01-18 15:33:38","25-70","637-3107"
"98-521_2014","3","2014-01-20 11:49:06","37-2685","123-9877"
"16-7185_2014","3","2014-01-22 06:37:53","21-3634","119-101"
"85-2462_2014","3","2014-01-22 22:55:06","194-9424","782-1265"
"77-6083_2014","3","2014-01-25 22:51:52","16-3184","229-6762"
"96-5909_2014","2","2014-01-26 02:45:40","101-9901","793-1377"
"86-3376_2014","2","2014-01-29 10:03:42","50-874","771-8164"
"4-3901_2014","1","2014-01-29 21:59:57","36-1076","95-5480"
"58-9255_2014","2","2014-02-05 09:50:11","14-8072","386-28"
"11-4225_2014","1","2014-02-11 13:52:30","24-5399","578-7833"
"22-1783_2014","2","2014-02-15 17:13:52","27-2513","496-7526"
"15-7027_2014","2","2014-02-18 08:22:50","117-7238","504-5763"
"50-2773_2014","3","2014-02-23 07:57:39","157-4947","301-7391"
"29-7089_2014","1","2014-02-25 12:06:48","51-9444","38-6321"
"78-600_2014","2","2014-02-28 09:52:57","50-874","786-4647"
"7-9763_2014","2","2014-03-03 01:28:55","113-5821","712-7990"
"75-5210_2014","2","2014-03-08 17:01:22","22-4530","203-6451"
"79-5791_2014","3","2014-03-09 15:41:03","192-5055","420-381"
"64-2283_2014","1","2014-03-13 00:36:50","38-1174","119-101"
"6-2719_2014","1","2014-03-14 10:13:20","103-6980","841-5807"
"65-9979_2014","1","2014-03-25 21:13:07","34-2264","724-7767"
"14-683_2014","2","2014-04-06 10:30:48","37-8377","987-8096"
"82-2433_2014","1","2014-04-08 01:32:10","151-2250","187-2482"
"28-6500_2014","1","2014-04-16 18:36:21","57-5415","89-2758"
"66-1821_2014","2","2014-04-24 20:11:00","64-5029","660-8116"
"36-1949_2014","1","2014-05-06 04:43:13","44-9970","171-8427"
"34-3157_2014","2","2014-05-08 20:00:33","184-4457","922-5450"
"3-7495_2014","2","2014-05-12 20:59:19","76-4488","314-6443"
"48-7852_2014","3","2014-05-23 04:57:56","22-5994","158-8838"
"76-1022_2014","2","2014-05-25 02:40:59","6-5723","250-8177"
"42-9162_2014","1","2014-05-29 04:23:19","188-9083","126-9766"
"53-5544_2014","3","2014-05-30 10:13:45","104-855","875-9603"
"39-6293_2014","2","2014-05-31 07:39:33","28-5208","116-4617"
"20-7309_2014","3","2014-06-03 11:27:11","25-9111","219-3781"
"51-8931_2014","3","2014-06-12 17:13:20","58-669","442-6162"
"44-3873_2014","1","2014-06-12 20:50:03","39-2393","948-9647"
"57-6615_2014","3","2014-06-18 06:13:28","126-1618","511-730"
"60-7455_2014","1","2014-06-20 07:41:18","7-9261","435-5954"
"67-3643_2014","2","2014-06-24 08:14:24","135-2777","99-6466"
"27-5004_2014","3","2014-06-24 21:51:00","64-5029","891-9296"
"8-7951_2014","2","2014-06-25 02:42:57","2-4695","212-9397"
"40-2095_2014","1","2014-06-27 07:32:43","33-2678","513-1719"
"89-7507_2014","1","2014-07-03 10:23:05","0-9323","737-1698"
"17-9693_2014","3","2014-07-26 08:35:57","4-5410","305-8463"
"38-3754_2014","1","2014-07-27 10:09:55","151-2250","76-3736"
"91-2627_2014","1","2014-07-28 10:21:09","55-5810","194-3617"
"88-6504_2014","1","2014-08-02 13:09:11","45-7303","7-5451"
"35-6027_2014","3","2014-08-07 02:45:41","113-5821","692-4659"
"26-4213_2014","2","2014-08-07 18:39:16","64-5029","43-5995"
"69-9148_2014","1","2014-08-09 05:38:13","47-5426","143-4060"
"97-207_2014","3","2014-08-10 09:18:59","58-388","783-2267"
"30-1431_2014","1","2014-08-13 11:48:12","59-6321","134-8464"
"84-2863_2014","3","2014-08-15 02:02:34","42-2974","49-9581"
"33-1993_2014","3","2014-08-18 12:57:09","35-1437","460-920"
"61-2837_2014","2","2014-08-21 14:35:30","126-1618","101-8742"
"0-1630_2014","1","2014-08-24 06:03:20","87-383","260-1216"
"31-6187_2014","3","2014-08-25 22:24:22","20-2982","607-6133"
"47-3151_2014","1","2014-08-26 06:44:27","33-5768","230-5501"
"23-4015_2014","2","2014-08-28 03:49:52","14-5925","479-5005"
"1-2861_2014","3","2014-08-28 23:04:52","20-2982","579-6250"
"43-761_2014","2","2014-09-05 06:47:49","6-5928","136-1237"
"94-9504_2014","2","2014-09-10 03:12:06","67-5022","443-9920"
"90-9345_2014","3","2014-09-15 22:17:45","184-4457","57-9297"
"87-3986_2014","3","2014-09-16 06:24:53","120-1055","367-907"
"55-6095_2014","2","2014-09-19 04:38:34","29-5795","639-6067"
"9-3119_2014","2","2014-10-02 16:35:55","8-2639","259-4392"
"19-7808_2014","2","2014-10-08 13:02:59","57-5415","511-730"
"12-7405_2014","1","2014-10-09 03:34:45","55-5121","976-6609"
"63-6349_2014","2","2014-10-09 16:52:52","129-6582","427-8478"
"73-1707_2014","3","2014-10-12 20:13:19","55-7359","973-2148"
"70-5630_2014","2","2014-10-15 08:07:24","37-2685","428-6656"
"81-22_2014","2","2014-10-25 09:20:27","32-6810","195-5139"
"5-6213_2014","2","2014-10-28 21:45:32","108-7466","72-2107"
"93-4814_2014","1","2014-10-30 21:16:26","160-1401","693-7684"
"52-9007_2014","2","2014-11-05 10:15:55","49-6385","844-6660"
"68-7288_2014","3","2014-11-08 11:29:00","130-3923","513-1719"
"46-6229_2014","2","2014-11-09 17:06:25","50-874","504-5763"
"99-9704_2014","2","2014-11-11 23:13:54","46-864","555-1017"
"72-2752_2014","3","2014-11-13 10:24:24","50-874","965-2085"
"49-1581_2014","3","2014-11-13 11:47:07","18-2493","770-1178"
"95-3403_2014","3","2014-11-16 17:00:12","56-3543","403-4348"
"59-7876_2014","3","2014-11-17 07:54:33","57-5415","306-8136"
"25-9260_2014","2","2014-11-23 19:03:30","126-1618","922-5450"
"41-3041_2014","1","2014-11-26 07:57:29","46-864","187-2482"
"24-2837_2014","3","2014-11-29 17:00:28","51-9935","525-7119"
"2-3094_2014","3","2014-12-01 08:34:29","101-9901","145-277"
"37-7463_2014","2","2014-12-09 15:04:15","80-7060","668-687"
"21-250_2014","1","2014-12-10 17:16:19","50-874","382-7801"
"62-3441_2014","3","2014-12-13 13:23:24","58-669","644-2999"
"10-1852_2014","1","2014-12-17 17:50:18","44-9970","932-2554"
"32-188_2014","1","2014-12-20 17:11:48","71-1099","242-4251"
"18-7271_2014","2","2014-12-22 00:43:19","47-5426","85-3764"
"54-4730_2014","3","2014-12-23 12:43:47","58-3312","106-8080"
"45-4280_2014","2","2014-12-29 18:48:58","8-8806","500-235"
