"10-8551","Person10_2010","Team4","","2010-01-02 17:30:20","2010-02-19 14:55:00.552998"
"199-7472","Upd31","Team1","A,F","2010-01-12 17:15:49","2012-01-01 00:00:00"
"19-525","Person19_2010","Team3","B,F","2010-01-13 02:17:07","2010-09-18 19:29:20.958098"
"49-3438","Person49_2010","Team3","","2010-01-14 02:09:35","2010-11-05 05:54:00.665049"
"194-9424","Person194_2010","Team4","D","2010-01-21 18:57:35","2010-08-15 19:18:31.414202"
"16-3184","Person16_2010","Team1","H","2010-01-22 17:01:25","2010-03-17 07:29:42.939149"
"77-6927","Upd35","Team4","D,I,K,C","2010-01-23 14:56:54","2012-01-01 00:00:00"
"115-8245","Upd38","Team1","B,I,E,H,D","2010-01-26 05:45:22","2012-01-01 00:00:00"
"175-2828","Upd1","Team2","C,F,D,A","2010-01-27 08:09:24","2012-01-01 00:00:00"
"63-7358","Person63_2010","Team3","","2010-02-01 03:30:33","2010-02-22 22:01:39.858823"
"69-890","Person69_2010","Team3","A,I,F","2010-02-02 16:37:31","2010-08-12 09:27:56.891165"
"151-2250","Upd5","Team4","C,D,G,J,A","2010-02-05 18:25:41","2011-01-01 00:00:00"
"126-1618","Person126_2010","Team1","E,I","2010-02-11 03:40:58","2010-09-11 19:12:42.904593"
"189-5187","Person189_2010","Team1","B","2010-02-17 05:49:30","2010-02-26 18:27:20.000111"
"99-1665","Upd16","Team1","J,A,B,E","2010-02-17 11:59:28","2011-01-01 00:00:00"
"171-2123","Person171_2010","Team1","A,C,I","2010-02-20 11:18:33","2010-06-21 19:44:36.136842"
"143-6341","Upd20","Team1","G,F","2010-02-21 22:29:24","2012-01-01 00:00:00"
"166-485","Person166_2010","Team2","G,F,D","2010-02-22 02:06:04","2010-11-03 06:21:01.466916"
"37-8377","Upd33","Team4","H,D","2010-02-28 17:43:10","2012-01-01 00:00:00"
"147-2045","Person147_2010","Team3","E,C,K","2010-03-12 16:36:38","2010-10-03 08:57:35.670452"
"44-3138","Upd26","Team1","F,C,G","2010-03-14 12:01:32","2011-01-01 00:00:00"
"130-3923","Upd58","Team1","G","2010-03-21 13:20:55","2012-01-01 00:00:00"
"123-1626","Upd56","Team1","H","2010-03-22 11:19:48","2012-01-01 00:00:00"
"71-1099","Upd49","Team2","C","2010-03-24 10:06:49","2011-01-01 00:00:00"
"135-2777","Person135_2010","Team2","F","2010-04-06 08:11:28","2010-12-08 03:13:01.060625"
"137-9325","Upd21","Team2","G,A,D,C","2010-04-08 20:34:11","2012-01-01 00:00:00"
"64-5029","Person64_2010","Team2","A,K","2010-04-09 19:21:29","2010-10-28 09:27:19.698829"
"18-314","Upd49","Team1","F,A,D,C,G","2010-04-10 16:19:01","2012-01-01 00:00:00"
"86-505","Person86_2010","Team1","G","2010-04-13 16:32:15","2010-04-14 12:29:05.964608"
"140-5395","Person140_2010","Team4","A,F,B","2010-04-16 11:36:31","2010-12-24 21:35:07.749453"
"61-4825","Person61_2010","Team3","C,I","2010-04-17 19:48:52","2010-12-30 02:05:29.598643"
"94-216","Upd47","Team2","","2010-04-20 12:13:15","2012-01-01 00:00:00"
"181-2930","Person181_2010","Team3","E,G,C,D","2010-04-26 03:07:46","2010-07-04 02:36:27.340951"
"176-424","Person176_2010","Team4","","2010-04-26 05:11:30","2011-01-10 06:18:50.520196"
"187-2498","Upd6","Team4","D,B","2010-04-29 09:20:46","2012-01-01 00:00:00"
"145-2926","Person145_2010","Team2","E","2010-05-06 17:04:07","2011-01-02 07:02:23.618120"
"54-5917","Upd30","Team1","G,C,K,F,J,H","2010-05-09 05:12:09","2012-01-01 00:00:00"
"114-2828","Person114_2010","Team3","B,J,K,A","2010-05-11 05:31:07","2010-12-23 20:36:15.666377"
"91-5950","Upd23","Team1","D,E,J,A,B","2010-05-17 18:47:57","2011-01-01 00:00:00"
"108-7466","Upd43","Team4","D,A,K,J","2010-05-20 20:55:47","2012-01-01 00:00:00"
"48-4030","Person48_2010","Team2","F,J","2010-05-29 03:02:17","2011-01-30 05:25:12.115305"
"59-4051","Person59_2010","Team4","H,F,J","2010-06-02 21:45:05","2010-11-26 14:45:43.114837"
"184-4457","Person184_2010","Team3","J,B,K","2010-06-05 20:10:13","2011-03-20 21:55:10.075626"
"120-1055","Upd42","Team4","J,E","2010-06-13 07:35:39","2011-01-01 00:00:00"
"38-1695","Person38_2010","Team3","B","2010-06-14 12:29:26","2010-12-26 12:32:41.580332"
"33-5768","Upd15","Team2","E,H,G","2010-06-14 19:51:49","2012-01-01 00:00:00"
"80-7060","Upd29","Team3","D,K","2010-06-17 01:03:56","2012-01-01 00:00:00"
"157-4947","Person157_2010","Team4","","2010-06-17 09:18:42","2011-01-10 22:33:50.214282"
"87-383","Person87_2010","Team2","H,K,A,D","2010-06-20 15:10:50","2011-01-20 15:41:00.664241"
"188-9083","Person188_2010","Team1","C,H,K","2010-07-03 03:03:00","2010-08-16 23:07:12.381752"
"105-4610","Upd53","Team3","H,B,K","2010-07-06 08:48:26","2011-01-01 00:00:00"
"173-4331","Person173_2010","Team2","H,K,D,C","2010-07-13 09:36:13","2011-02-05 10:05:46.623021"
"102-2186","Person102_2010","Team1","F,G","2010-07-14 13:13:26","2010-09-27 15:07:21.479461"
"168-7541","Person168_2010","Team4","D,G","2010-07-14 13:25:15","2010-08-06 16:47:55.439520"
"103-6980","Upd43","Team3","E,A,C","2010-07-19 17:15:55","2011-01-01 00:00:00"
"84-2526","Upd2","Team4","E,C,B,I","2010-07-28 20:17:50","2011-01-01 00:00:00"
"190-4064","Upd57","Team4","F,B,E","2010-08-03 14:19:32","2012-01-01 00:00:00"
"50-6433","Upd45","Team1","E,J,K","2010-08-11 20:32:26","2012-01-01 00:00:00"
"95-7538","Upd28","Team2","C","2010-08-16 13:35:59","2012-01-01 00:00:00"
"43-6016","Upd3","Team3","B,F","2010-08-20 23:50:24","2012-01-01 00:00:00"
"121-7147","Person121_2010","Team2","A","2010-08-23 07:08:29","2011-01-10 05:09:08.250189"
"25-70","Person25_2010","Team4","H,J,D","2010-08-23 15:17:23","2010-10-16 05:30:51.310813"
"11-1955","Person11_2010","Team3","C,I,E","2010-08-25 07:20:07","2011-03-17 01:40:24.195720"
"23-2113","Person23_2010","Team4","B","2010-08-29 06:01:25","2010-09-02 05:03:51.950168"
"97-5350","Upd18","Team1","E","2010-09-02 03:47:50","2012-01-01 00:00:00"
"24-4798","Person24_2010","Team1","C,K,F","2010-09-05 23:30:51","2011-03-05 02:40:28.799444"
"27-8456","Person27_2010","Team4","J,H","2010-09-08 00:09:55","2011-03-10 00:30:36.915913"
"113-5821","Upd39","Team1","F,A,B,I","2010-09-10 12:38:20","2011-01-01 00:00:00"
"81-3700","Person81_2010","Team3","A","2010-09-11 17:21:57","2011-03-20 12:41:39.201891"
"129-6582","Person129_2010","Team3","","2010-09-17 05:52:26","2011-06-06 09:30:01.497687"
"66-2455","Upd31","Team1","K,F,H","2010-09-17 20:49:37","2011-01-01 00:00:00"
"118-5463","Person118_2010","Team4","F,I,D","2010-09-19 07:59:36","2011-07-13 12:12:12.940826"
"124-6278","Person124_2010","Team2","H,K","2010-09-19 08:05:36","2010-12-26 15:50:27.314827"
"104-855","Person104_2010","Team3","C","2010-09-20 03:35:23","2011-05-19 21:18:50.997332"
"72-3521","Person72_2010","Team2","K,A","2010-09-21 09:47:24","2010-10-05 03:19:28.626962"
"93-7781","Upd14","Team4","J,H,B","2010-09-22 19:58:27","2011-01-01 00:00:00"
"47-5426","Person47_2010","Team4","D,E","2010-09-23 00:42:22","2011-03-04 21:38:06.868819"
"191-987","Person191_2010","Team3","F","2010-09-24 10:40:40","2010-10-02 20:39:07.558156"
"161-1834","Upd37","Team4","E,B,K","2010-10-02 10:41:57","2011-01-01 00:00:00"
"139-6026","Person139_2010","Team2","","2010-10-04 09:43:39","2010-11-18 08:02:35.210633"
"5-7617","Upd40","Team2","B,E","2010-10-10 05:33:34","2011-01-01 00:00:00"
"60-5267","Upd42","Team4","D,G,K,B","2010-10-15 13:00:20","2012-01-01 00:00:00"
"56-3543","Upd46","Team2","H,C,B,F","2010-10-22 10:05:51","2012-01-01 00:00:00"
"85-1685","Upd17","Team4","K,G,C","2010-10-23 13:42:55","2012-01-01 00:00:00"
"89-9307","Person89_2010","Team1","G,A,J,F","2010-10-26 20:00:22","2010-12-25 13:01:45.310419"
"116-4308","Upd59","Team2","I,K,J","2010-10-29 23:53:53","2011-01-01 00:00:00"
"4-5410","Person4_2010","Team4","J","2010-11-06 01:15:14","2011-08-27 07:47:56.118058"
"138-5116","Person138_2010","Team4","E,G,A","2010-11-06 15:51:44","2011-02-16 01:14:51.476134"
"67-5022","Person67_2010","Team1","H","2010-11-06 19:36:01","2011-01-24 04:40:10.938052"
"2-1522","Person2_2010","Team2","B,F","2010-11-08 00:18:25","2010-11-28 22:44:35.863785"
"32-6810","Upd25","Team1","F","2010-11-11 18:00:50","2011-01-01 00:00:00"
"21-9916","Upd57","Team4","H,I,C,J","2010-11-14 01:51:56","2011-01-01 00:00:00"
"192-5055","Upd59","Team1","B,A,E","2010-11-17 22:08:47","2012-01-01 00:00:00"
"26-1452","Person26_2010","Team2","H,I,F,C","2010-11-19 12:21:05","2011-08-11 17:01:17.363194"
"22-7946","Person22_2010","Team1","E,A,J","2010-11-19 14:44:26","2011-05-04 12:02:57.008871"
"155-1328","Upd47","Team1","E,A,K","2010-11-20 19:47:47","2011-01-01 00:00:00"
"117-7238","Person117_2010","Team4","","2010-11-21 04:52:50","2011-04-04 16:06:41.470646"
"160-1401","Upd16","Team3","H","2010-11-25 15:33:57","2012-01-01 00:00:00"
"82-230","Person82_2010","Team3","J","2010-11-30 19:28:13","2011-07-26 06:37:13.518341"
"101-9901","Upd7","Team1","B","2010-12-02 03:17:04","2011-01-01 00:00:00"
"127-1276","Person127_2010","Team2","","2010-12-07 05:55:19","2011-04-09 12:28:38.482541"
"29-2207","Person29_2010","Team1","C,F,I,E","2010-12-11 09:13:59","2011-09-05 11:14:37.083006"
"152-8688","Person152_2010","Team4","","2010-12-16 14:10:11","2011-04-16 12:12:58.169458"
"76-4488","Upd24","Team1","","2010-12-17 16:51:17","2012-01-01 00:00:00"
"58-661","Person58_2010","Team4","","2010-12-18 18:33:44","2011-08-29 00:53:49.448023"
"159-2386","Person159_2010","Team1","G","2010-12-19 13:38:44","2011-03-07 20:07:44.810994"
"172-2791","Upd55","Team2","I,K","2010-12-22 20:50:12","2012-01-01 00:00:00"
"98-212","Person98_2010","Team1","D,F","2010-12-29 12:50:27","2011-04-03 16:29:32.873082"
"0-9323","Person0_2011","Team4","E,D,F","2011-01-06 05:30:15","2011-10-21 15:10:53.693460"
"40-5515","Person40_2011","Team2","E,B","2011-01-25 20:30:16","2011-05-02 17:06:59.379702"
"24-7509","Person24_2011","Team3","E,J","2011-02-02 07:57:49","2011-03-21 19:50:36.073989"
"49-6104","Person49_2011","Team3","C","2011-02-03 04:02:25","2011-10-13 03:02:56.483981"
"34-3270","Person34_2011","Team4","E,D,A","2011-02-05 13:08:17","2011-05-26 10:11:53.511520"
"33-4159","Person33_2011","Team3","D,A,H","2011-02-13 03:34:07","2011-09-12 01:44:59.205495"
"18-7709","Person18_2011","Team1","D,J","2011-02-20 08:19:10","2011-03-09 04:32:56.102516"
"46-1567","Person46_2011","Team3","D,A,H","2011-02-22 02:19:44","2011-03-03 07:22:17.811687"
"32-6893","Person32_2011","Team4","I","2011-02-28 09:05:05","2011-08-09 22:20:16.206221"
"7-9261","Person7_2011","Team4","E,I,B","2011-03-06 16:03:07","2011-08-18 09:11:16.729088"
"4-2715","Upd53","Team2","I,A","2011-03-06 21:43:28","2012-01-01 00:00:00"
"11-886","Upd10","Team4","E,J,A","2011-03-11 05:23:41","2012-01-01 00:00:00"
"19-8835","Person19_2011","Team4","C,A,E","2011-03-13 01:07:49","2011-05-28 19:54:38.520368"
"47-7368","Person47_2011","Team3","H,K,D,F","2011-03-22 18:55:20","2011-10-25 18:51:38.957297"
"22-4530","Person22_2011","Team3","A,J","2011-04-18 11:17:51","2011-07-19 02:11:33.793386"
