"10-8551","Person10_2010","Team4","","2010-01-02 17:30:20","2010-02-19 14:55:00.552998"
"51-3982","Person51_2010","Team2","C,J","2010-01-06 21:47:47","2010-03-18 14:33:46.365873"
"132-4489","Person132_2010","Team4","E,H","2010-01-10 21:30:08","2010-10-20 00:02:21.248135"
"199-7472","Person199_2010","Team4","","2010-01-12 17:15:49","2010-07-31 09:23:04.101426"
"19-525","Person19_2010","Team3","B,F","2010-01-13 02:17:07","2010-09-18 19:29:20.958098"
"49-3438","Person49_2010","Team3","","2010-01-14 02:09:35","2010-11-05 05:54:00.665049"
"153-8964","Person153_2010","Team4","F,C,G","2010-01-14 17:22:01","2010-03-25 11:11:50.925952"
"75-7266","Person75_2010","Team1","G,E,B","2010-01-17 14:39:49","2010-01-23 06:41:41.330119"
"125-9466","Person125_2010","Team4","K","2010-01-20 07:28:55","2010-07-14 18:55:41.969972"
"194-9424","Person194_2010","Team4","D","2010-01-21 18:57:35","2010-08-15 19:18:31.414202"
"16-3184","Person16_2010","Team1","H","2010-01-22 17:01:25","2010-03-17 07:29:42.939149"
"77-6927","Person77_2010","Team4","D,I,K","2010-01-23 14:56:54","2010-08-11 20:39:20.027732"
"31-9772","Person31_2010","Team3","D","2010-01-25 16:38:46","2010-03-10 00:09:50.009977"
"36-5506","Person36_2010","Team4","H,B","2010-01-26 00:54:48","2010-02-12 12:46:56.818881"
"115-8245","Upd9","Team4","B,I,E","2010-01-26 05:45:22","2011-01-01 00:00:00"
"175-2828","Person175_2010","Team3","C,F","2010-01-27 08:09:24","2010-07-04 20:46:56.719119"
"63-7358","Person63_2010","Team3","","2010-02-01 03:30:33","2010-02-22 22:01:39.858823"
"69-890","Person69_2010","Team3","A,I,F","2010-02-02 16:37:31","2010-08-12 09:27:56.891165"
"83-7703","Person83_2010","Team1","","2010-02-05 11:03:29","2010-06-06 11:42:32.293718"
"151-2250","Upd5","Team4","C,D,G,J,A","2010-02-05 18:25:41","2011-01-01 00:00:00"
"126-1618","Person126_2010","Team1","E,I","2010-02-11 03:40:58","2010-09-11 19:12:42.904593"
"55-4113","Upd54","Team2","K,J","2010-02-12 11:52:06","2011-01-01 00:00:00"
"14-7139","Person14_2010","Team3","B,F,I,J","2010-02-16 20:21:01","2010-04-30 12:32:16.018459"
"189-5187","Person189_2010","Team1","B","2010-02-17 05:49:30","2010-02-26 18:27:20.000111"
"99-1665","Upd16","Team1","J,A,B,E","2010-02-17 11:59:28","2011-01-01 00:00:00"
"171-2123","Person171_2010","Team1","A,C,I","2010-02-20 11:18:33","2010-06-21 19:44:36.136842"
"143-6341","Person143_2010","Team1","G","2010-02-21 22:29:24","2010-04-18 03:59:38.428108"
"166-485","Person166_2010","Team2","G,F,D","2010-02-22 02:06:04","2010-11-03 06:21:01.466916"
"70-5111","Person70_2010","Team1","I,G","2010-02-25 22:34:44","2010-06-11 23:23:41.754876"
"37-8377","Person37_2010","Team4","H,D","2010-02-28 17:43:10","2010-10-15 01:59:12.083454"
"100-5960","Person100_2010","Team1","I,C","2010-03-03 19:48:43","2010-07-25 04:20:35.904061"
"198-9949","Person198_2010","Team2","A","2010-03-08 19:21:34","2010-08-17 15:00:23.508587"
"65-9288","Upd33","Team2","K,H","2010-03-10 23:21:26","2011-01-01 00:00:00"
"147-2045","Person147_2010","Team3","E,C,K","2010-03-12 16:36:38","2010-10-03 08:57:35.670452"
"44-3138","Upd26","Team1","F,C,G","2010-03-14 12:01:32","2011-01-01 00:00:00"
"130-3923","Upd44","Team1","G","2010-03-21 13:20:55","2011-01-01 00:00:00"
"123-1626","Person123_2010","Team2","H","2010-03-22 11:19:48","2010-08-18 16:55:36.733396"
"71-1099","Upd49","Team2","C","2010-03-24 10:06:49","2011-01-01 00:00:00"
"135-2777","Person135_2010","Team2","F","2010-04-06 08:11:28","2010-12-08 03:13:01.060625"
"165-5399","Person165_2010","Team4","G,A,E","2010-04-07 17:12:40","2010-04-29 18:19:27.815319"
"137-9325","Upd15","Team2","G,A,D","2010-04-08 20:34:11","2011-01-01 00:00:00"
"15-5817","Person15_2010","Team1","A","2010-04-09 09:29:51","2011-01-17 22:52:46.552504"
