"15-3290_2011","2","2011-01-01 03:59:40","69-890","880-5565"
"22-1078_2011","2","2011-01-01 04:33:24","177-3540","818-3452"
"10-8794_2011","3","2011-01-02 00:40:02","83-7703","564-9726"
"28-9827_2011","1","2011-01-03 20:45:12","52-646","220-8091"
"11-3973_2011","3","2011-01-08 12:52:16","83-7703","672-7345"
"54-8613_2011","2","2011-01-13 09:29:35","64-5029","333-6193"
"43-336_2011","2","2011-01-27 02:53:00","13-2478","255-450"
"2-2712_2011","3","2011-01-27 09:26:53","136-445","767-1613"
"9-1493_2011","1","2011-01-30 05:27:10","132-4489","566-4177"
"81-6601_2011","1","2011-02-01 05:35:20","73-9506","228-10"
"12-2417_2011","1","2011-02-04 06:26:02","50-6433","316-2483"
"35-2351_2011","1","2011-02-10 16:09:44","5-7617","590-4942"
"21-622_2011","2","2011-02-11 06:01:39","108-7466","184-1118"
"78-9243_2011","3","2011-02-18 09:33:01","194-9424","353-8459"
"36-1376_2011","1","2011-02-19 03:48:49","74-8696","481-7720"
"59-6803_2011","3","2011-02-21 00:36:42","140-5395","924-5643"
"17-4331_2011","2","2011-02-25 07:54:47","168-7541","273-8630"
"31-1791_2011","2","2011-03-02 02:47:28","184-4457","543-9422"
"13-6153_2011","1","2011-03-02 14:13:23","89-9307","105-6655"
"72-3309_2011","1","2011-03-02 18:05:32","166-485","11-3142"
"25-1715_2011","1","2011-03-09 14:42:23","134-8024","764-4737"
"6-5105_2011","3","2011-03-13 09:23:23","32-6810","9-7598"
"68-4926_2011","2","2011-03-15 08:25:09","93-7781","362-8767"
"63-5126_2011","2","2011-03-20 16:48:40","8-5961","722-7810"
"50-9522_2011","2","2011-03-24 23:11:07","91-5950","977-908"
"38-4084_2011","1","2011-03-26 16:51:37","58-661","23-2799"
"87-1702_2011","1","2011-03-28 11:39:09","89-9307","281-5581"
"88-4468_2011","2","2011-04-01 02:02:42","120-1055","783-2267"
"18-1548_2011","1","2011-04-03 05:14:52","84-2526","928-3164"
"41-8404_2011","1","2011-04-17 21:34:18","8-5961","875-9603"
"26-6204_2011","3","2011-04-24 01:50:46","32-6810","406-3675"
"84-9462_2011","1","2011-05-01 18:48:32","60-5267","205-454"
"75-4453_2011","2","2011-05-04 09:35:38","69-890","416-6128"
"91-9659_2011","2","2011-05-06 08:19:49","87-383","827-331"
"93-5764_2011","3","2011-05-15 05:33:36","40-3421","720-9840"
"90-8048_2011","2","2011-05-15 05:52:18","27-8456","413-9996"
"40-3768_2011","1","2011-05-21 15:55:52","117-7238","507-5997"
"97-9515_2011","3","2011-05-26 11:36:42","127-1276","615-2297"
"60-3720_2011","3","2011-05-28 05:19:03","171-2123","173-6097"
"92-3037_2011","1","2011-06-03 13:38:57","25-70","900-7623"
"7-9820_2011","1","2011-06-05 14:34:15","58-661","522-9483"
"23-7966_2011","3","2011-06-13 20:13:58","180-1306","498-4201"
"65-2821_2011","2","2011-06-14 16:37:47","146-7574","653-600"
"0-7514_2011","3","2011-06-21 16:36:52","126-1618","513-1719"
"61-9300_2011","1","2011-06-23 13:14:00","39-3920","108-5548"
"66-2026_2011","1","2011-06-24 12:17:43","128-4936","486-967"
"55-5149_2011","2","2011-06-26 02:51:42","5-7617","19-2303"
"14-4168_2011","2","2011-06-27 07:57:24","35-6408","163-2197"
"16-8433_2011","2","2011-06-30 12:30:45","55-4113","160-667"
"37-4682_2011","1","2011-06-30 14:48:28","159-2386","891-9296"
"71-1134_2011","1","2011-06-30 15:42:51","18-314","201-6454"
"98-5789_2011","3","2011-07-02 01:56:34","93-7781","871-3770"
"19-1186_2011","2","2011-07-03 03:09:53","121-7147","567-4403"
"80-1679_2011","3","2011-07-04 03:43:13","174-445","113-6961"
"47-6327_2011","1","2011-07-06 01:08:19","32-6810","216-6893"
"77-1707_2011","1","2011-07-08 22:55:37","24-4798","498-4201"
"34-6739_2011","3","2011-07-15 19:59:08","96-3643","135-4626"
"42-7948_2011","2","2011-07-18 10:31:08","51-3982","76-3736"
"85-5618_2011","1","2011-07-21 15:04:17","3-9711","189-3465"
"86-7466_2011","3","2011-08-15 16:26:02","112-5182","221-5345"
"94-3979_2011","2","2011-08-15 18:04:17","133-8416","404-4653"
"44-1369_2011","2","2011-08-19 17:27:07","182-1781","396-5804"
"95-1755_2011","1","2011-08-26 19:40:19","87-383","538-9859"
"83-5705_2011","2","2011-08-26 23:09:03","36-5506","872-7270"
"58-4922_2011","2","2011-09-10 02:59:15","34-4479","381-3632"
"45-1789_2011","2","2011-09-10 09:38:50","135-2777","157-6072"
"1-9796_2011","1","2011-09-10 18:40:51","43-6016","329-8212"
"5-6090_2011","1","2011-09-13 16:00:55","172-2791","526-1117"
"73-2853_2011","3","2011-09-14 23:29:13","78-8537","486-967"
"30-4358_2011","2","2011-09-19 20:57:33","3-9711","679-769"
"39-2495_2011","3","2011-09-19 23:29:50","76-4488","10-3065"
"70-2593_2011","3","2011-09-23 15:25:01","186-2383","229-6762"
"33-5255_2011","2","2011-09-30 08:55:54","175-2828","139-9936"
"46-6788_2011","1","2011-10-01 13:06:11","199-7472","21-2811"
"52-7932_2011","3","2011-10-08 18:44:16","154-9054","562-5330"
"74-9416_2011","2","2011-10-12 03:06:38","24-4798","550-2901"
"96-837_2011","3","2011-10-13 16:14:58","30-2530","888-2923"
"49-7481_2011","1","2011-10-13 18:05:23","172-2791","607-6133"
"29-9946_2011","3","2011-10-15 12:31:45","84-2526","190-5713"
"62-5647_2011","1","2011-10-18 08:55:21","184-4457","408-2327"
"48-317_2011","1","2011-10-20 11:45:17","133-8416","26-359"
"57-9249_2011","1","2011-10-31 13:29:50","162-9113","909-9624"
"4-1920_2011","3","2011-10-31 21:19:02","12-7112","662-5323"
"76-3000_2011","3","2011-11-02 17:16:43","17-1940","813-3351"
"56-6229_2011","1","2011-11-08 03:18:50","5-7617","22-1152"
"82-584_2011","3","2011-11-09 00:44:07","25-70","947-2464"
"99-471_2011","2","2011-11-11 18:20:39","128-4936","858-7386"
"8-4500_2011","2","2011-11-14 19:10:10","193-3737","962-9932"
"3-6656_2011","3","2011-11-14 22:35:13","35-6408","474-7597"
"32-439_2011","3","2011-11-17 10:46:17","131-582","829-2694"
"69-5830_2011","1","2011-11-23 02:00:13","15-5817","147-7707"
"64-5705_2011","2","2011-11-26 15:46:55","11-1955","957-5027"
"51-4260_2011","3","2011-11-26 18:49:09","8-5961","519-9001"
"89-693_2011","3","2011-12-09 18:54:43","172-2791","620-7473"
"79-3029_2011","2","2011-12-10 20:43:17","44-3138","387-4999"
"53-9611_2011","3","2011-12-11 10:08:52","52-646","739-5045"
"27-2460_2011","1","2011-12-16 09:27:55","85-1685","545-5126"
"20-5981_2011","1","2011-12-19 10:42:12","154-9054","428-6656"
"67-689_2011","3","2011-12-27 20:32:31","67-5022","130-1109"
"24-4802_2011","2","2011-12-28 22:52:30","125-9466","796-1414"
