"10-8551","Person10_2010","Team4","","2010-01-02 17:30:20","2010-02-19 14:55:00.552998"
"19-525","Upd45","Team4","B,F","2010-01-13 02:17:07","2013-01-01 00:00:00"
"194-9424","Person194_2010","Team4","D","2010-01-21 18:57:35","2010-08-15 19:18:31.414202"
"16-3184","Person16_2010","Team1","H","2010-01-22 17:01:25","2010-03-17 07:29:42.939149"
"115-8245","Upd38","Team1","B,I,E,H,D","2010-01-26 05:45:22","2012-01-01 00:00:00"
"175-2828","Upd1","Team2","C,F,D,A","2010-01-27 08:09:24","2012-01-01 00:00:00"
"69-890","Person69_2010","Team3","A,I,F","2010-02-02 16:37:31","2010-08-12 09:27:56.891165"
"151-2250","Upd5","Team4","C,D,G,J,A","2010-02-05 18:25:41","2011-01-01 00:00:00"
"126-1618","Person126_2010","Team1","E,I","2010-02-11 03:40:58","2010-09-11 19:12:42.904593"
"189-5187","Upd23","Team3","B,C","2010-02-17 05:49:30","2013-01-01 00:00:00"
"99-1665","Upd51","Team2","J,A,B,E","2010-02-17 11:59:28","2013-01-01 00:00:00"
"171-2123","Upd27","Team3","A,C,I,H","2010-02-20 11:18:33","2013-01-01 00:00:00"
"143-6341","Upd20","Team1","G,F","2010-02-21 22:29:24","2012-01-01 00:00:00"
"37-8377","Upd30","Team4","H,D,C,E","2010-02-28 17:43:10","2013-01-01 00:00:00"
"130-3923","Upd58","Team1","G","2010-03-21 13:20:55","2012-01-01 00:00:00"
"123-1626","Upd56","Team1","H","2010-03-22 11:19:48","2012-01-01 00:00:00"
"71-1099","Upd41","Team1","C,J","2010-03-24 10:06:49","2013-01-01 00:00:00"
"135-2777","Person135_2010","Team2","F","2010-04-06 08:11:28","2010-12-08 03:13:01.060625"
"64-5029","Person64_2010","Team2","A,K","2010-04-09 19:21:29","2010-10-28 09:27:19.698829"
"86-505","Person86_2010","Team1","G","2010-04-13 16:32:15","2010-04-14 12:29:05.964608"
"140-5395","Person140_2010","Team4","A,F,B","2010-04-16 11:36:31","2010-12-24 21:35:07.749453"
"61-4825","Person61_2010","Team3","C,I","2010-04-17 19:48:52","2010-12-30 02:05:29.598643"
"187-2498","Upd6","Team4","D,B","2010-04-29 09:20:46","2012-01-01 00:00:00"
"145-2926","Person145_2010","Team2","E","2010-05-06 17:04:07","2011-01-02 07:02:23.618120"
