"19-525","Upd52","Team3","B,F,D,C,G","2010-01-13 02:17:07","2015-01-01 00:00:00"
"16-3184","Person16_2010","Team1","H","2010-01-22 17:01:25","2010-03-17 07:29:42.939149"
"175-2828","Upd1","Team2","C,F,D,A","2010-01-27 08:09:24","2012-01-01 00:00:00"
"151-2250","Upd5","Team4","C,D,G,J,A","2010-02-05 18:25:41","2011-01-01 00:00:00"
"143-6341","Upd47","Team1","G,F,A,E","2010-02-21 22:29:24","2014-01-01 00:00:00"
"130-3923","Upd41","Team3","G,B,A","2010-03-21 13:20:55","2014-01-01 00:00:00"
"71-1099","Upd41","Team1","C,J","2010-03-24 10:06:49","2013-01-01 00:00:00"
"64-5029","Upd39","Team4","A,K,C,J","2010-04-09 19:21:29","2015-01-01 00:00:00"
"86-505","Upd3","Team1","G,D,E","2010-04-13 16:32:15","2015-01-01 00:00:00"
"61-4825","Upd38","Team4","C,I,H,F","2010-04-17 19:48:52","2015-01-01 00:00:00"
"145-2926","Person145_2010","Team2","E","2010-05-06 17:04:07","2011-01-02 07:02:23.618120"
"114-2828","Upd23","Team2","B,J,K,A,C,I","2010-05-11 05:31:07","2014-01-01 00:00:00"
"91-5950","Upd56","Team2","D,E,J,A,B","2010-05-17 18:47:57","2014-01-01 00:00:00"
"48-4030","Upd12","Team2","F,J,E","2010-05-29 03:02:17","2014-01-01 00:00:00"
"120-1055","Upd10","Team3","J,E,G","2010-06-13 07:35:39","2015-01-01 00:00:00"
"33-5768","Upd15","Team2","E,H,G","2010-06-14 19:51:49","2012-01-01 00:00:00"
"80-7060","Upd29","Team3","D,K","2010-06-17 01:03:56","2012-01-01 00:00:00"
"157-4947","Upd51","Team3","K","2010-06-17 09:18:42","2015-01-01 00:00:00"
"168-7541","Upd4","Team1","D,G","2010-07-14 13:25:15","2014-01-01 00:00:00"
"103-6980","Upd21","Team4","E,A,C","2010-07-19 17:15:55","2014-01-01 00:00:00"
"50-6433","Upd44","Team2","E,J,K,D","2010-08-11 20:32:26","2015-01-01 00:00:00"
"95-7538","Upd48","Team2","C,B,I","2010-08-16 13:35:59","2013-01-01 00:00:00"
"43-6016","Upd15","Team3","B,F,I","2010-08-20 23:50:24","2015-01-01 00:00:00"
